run,hr,min,sec,AoA,AoS,dPb,pBar,temp,B1,B2,B3,B4,B5,B6,rpmWT,rho,q,V,Re,rpsM1,rpsM2,iM1,iM2,dPtQ,tM1,tM2,vM1,vM2,pInf,nu,J_M1,J_M2,FX,FY,FZ,MX,MY,MZ,CFX,CFY,CFZ,CMX,CMY,CMZ,CN,CT,CY,CL,CD,CYaw,CMroll,CMpitch,CMpitch25c,CMyaw,B1_zeroed,B2_zeroed,B3_zeroed,B4_zeroed,B5_zeroed,B6_zeroed,B1_zero,B2_zero,B3_zero,B4_zero,B5_zero,B6_zero,config,source_file,dR,dE,V_round,AoA_round,AoS_round,J,J_round
24.0,8.0,7.0,32.0,2.496,0.0,104.52,101192.0,289.39,232.4,-28.3,198.6,185.0,143.7,14.5,0.0,1.218162170535493,243.83351276965868,20.00825165955574,223982.337972026,49.21,49.21,0.56,0.54,0.0,20.844,20.649,44.904,43.815,101192.0,1.4737564119370353e-05,2.0009308151026115,2.0009308151026115,2.24850780270859,-0.2276828277309029,26.992761027976172,-0.5098789872201681,-0.77383137595471,-0.07495816123212283,0.04246213089407797,-0.004299695123048848,0.5097470200378204,-0.006894546019007889,-0.08857749222779641,-0.001013578721752513,0.5111126154067658,0.020222546070150726,0.004299695123048848,0.5097470200378204,0.04246213089407798,0.004299695123048848,-0.008054596006220405,-0.10054556986103658,-0.10054556986103658,-0.0013656491224847051,244.66666666666669,-23.066666666666666,203.76666666666665,186.73333333333332,122.79999999999998,11.4,-12.266666666666666,-5.233333333333333,-5.166666666666667,-1.7333333333333336,20.900000000000002,3.1,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,20,2.5,0,2.0009308151026115,2.0
4.0,7.0,52.0,15.0,2.507,0.0,416.01,101202.0,289.17999999999995,-839.5,-157.4,1112.5,1105.4,-959.7,55.8,0.0,1.2191672579972812,974.9650714676034,39.99243808047264,448317.21003641264,123.03,123.04,17.64,17.93,0.0,20.15,21.793,34.112,33.614,101202.0,1.4717119291721275e-05,1.599716975777331,1.5995869597682464,-7.6203100498676655,-1.7852427811914882,112.4485216320533,-1.9805467648002115,-4.68383258262846,-0.3436620319839879,-0.03599020876905893,-0.008431580864567688,0.5310867593084246,-0.006697735607830089,-0.13408578760313178,-0.001162182822232218,0.5290041845169331,-0.05918626363895359,0.008431580864567688,0.5310867593084247,-0.03599020876905892,0.008431580864567688,-0.009014681092989352,-0.12394184043149581,-0.12394184043149581,-0.0015579891634643363,-827.2333333333333,-152.16666666666669,1117.6666666666667,1107.1333333333334,-980.6,52.699999999999996,-12.266666666666666,-5.233333333333333,-5.166666666666667,-1.7333333333333336,20.900000000000002,3.1,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,40,2.5,0,1.599716975777331,1.6
10.0,7.0,55.0,35.0,2.503,0.0,415.81,101196.0,289.40999999999997,1385.5,-105.5,709.6,740.6,833.6,18.3,0.0,1.2181261372648537,974.4927490899582,39.99983251449172,447740.7929164204,82.02,82.01,1.1,0.8,0.0,22.733,22.766,30.455,30.383,101196.0,1.4738790604007414e-05,2.4000191351021867,2.400311784673592,12.849841876790176,-1.4107643979511804,109.44690935532128,-1.029505139611864,-2.989315423938594,-0.10414607197658167,0.060718348791423446,-0.006666174229897958,0.5171608864995387,-0.0034832276780618074,-0.08561770298413823,-0.0003523678187823454,0.5193191554259788,0.038075125903847,0.006666174229897958,0.5171608864995387,0.06071834879142345,0.006666174229897958,-0.005341604378085399,-0.10273134982184928,-0.10273134982184928,-0.0005862040245119691,1397.7666666666667,-100.26666666666667,714.7666666666667,742.3333333333334,812.7,15.200000000000001,-12.266666666666666,-5.233333333333333,-5.166666666666667,-1.7333333333333336,20.900000000000002,3.1,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,40,2.5,0,2.4000191351021867,2.4
11.0,7.0,56.0,5.0,2.503,0.0,415.59,101195.0,289.47999999999996,1815.7,-95.1,626.5,672.7,1183.4,9.4,0.0,1.2178195442593014,973.9731987502937,39.994201580787575,447481.08760898915,70.31,70.29,-1.35,-1.37,0.0,22.323,22.209,27.955,28.552,101195.0,1.4745268537566482e-05,2.7993437373512617,2.800140250009492,16.807719264686142,-1.3527964239444386,108.78490427920039,-0.7344969339462756,-2.6219602258463492,-0.047124224930072386,0.07946256144797412,-0.0063956725639831725,0.5143069684094561,-0.002486422553237483,-0.07513625314132417,-0.00015952515286951277,0.5172865517376948,0.05692609083472705,0.0063956725639831725,0.5143069684094561,0.07946256144797413,0.0063956725639831725,-0.0042780030773463505,-0.09753301195490754,-0.09753301195490754,-0.0003466835667216352,1827.9666666666667,-89.86666666666666,631.6666666666666,674.4333333333334,1162.5,6.300000000000001,-12.266666666666666,-5.233333333333333,-5.166666666666667,-1.7333333333333336,20.900000000000002,3.1,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,40,2.5,0,2.7993437373512617,2.8
12.0,7.0,56.0,55.0,2.503,0.0,415.58,101193.0,289.54999999999995,605.7,-131.5,849.6,867.5,204.7,37.4,0.0,1.2175010680190128,973.9495829321945,39.998947184542295,447333.20355338213,98.42,98.43,7.13,6.35,0.0,21.723,21.592,30.299,30.153,101193.0,1.4751893393639962e-05,2.00005296202351,1.9998497665585067,5.675647094404695,-1.5931973711987515,110.35666158098408,-1.412485808087964,-3.5883151607617805,-0.22693355543395205,0.02683364616817749,-0.0075324088731598465,0.5217504823520099,-0.004781669691262946,-0.10283111507022095,-0.0007682351905665951,0.5224245700339878,0.0040223160041163025,0.0075324088731598465,0.5217504823520099,0.02683364616817749,0.0075324088731598465,-0.006864563830942899,-0.1103942578932872,-0.1103942578932872,-0.0010690422790432372,617.9666666666667,-126.26666666666667,854.7666666666667,869.2333333333333,183.79999999999998,34.3,-12.266666666666666,-5.233333333333333,-5.166666666666667,-1.7333333333333336,20.900000000000002,3.1,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,40,2.5,0,2.00005296202351,2.0
2.0,7.0,51.0,6.0,4.995,0.0,416.28,101203.0,289.09,-588.7,-98.3,1607.6,1547.6,-976.6,23.4,0.0,1.219558861881395,975.602712549633,39.99909029687908,448644.2087623428,123.03,123.03,17.84,17.8,0.0,17.882,18.861,34.143,33.598,101203.0,1.4708838790275727e-05,1.5999830676692661,1.5999830676692661,-5.259944205731627,-1.175048692435734,169.55466355550521,-2.1839098326126627,-8.006898540473433,-0.09118293931959014,-0.02482612395185258,-0.005546048274824655,0.8002718145673056,-0.007380633838910459,-0.22906659875827257,-0.0003081573595318149,0.7950710413341843,-0.09441055477591782,0.005546048274824655,0.8002718145673057,-0.024826123951852574,0.005546048274824655,-0.008883007229740933,-0.22206928203082466,-0.22206928203082466,-0.001085713424528569,-570.1,-83.89999999999999,1622.6,1558.6,-1045.7,13.999999999999998,-18.6,-14.4,-15.0,-11.0,69.1,9.4,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,40,5.0,0,1.5999830676692661,1.6
9.0,7.0,55.0,15.0,5.004,0.0,415.74,101196.0,289.4,1657.3,-50.7,1200.8,1143.3,858.4,48.0,0.0,1.2181682287001427,974.3274371323666,39.99574859958378,447722.5561010118,82.02,82.01,0.97,0.85,0.0,23.0,23.175,30.511,30.446,101196.0,1.4737886083598157e-05,2.3997740972280495,2.4000667169204313,15.403073068312322,-0.10428255978122775,164.91248209436063,-1.0788088274293344,-5.981441108621704,-0.25382806380890843,0.07279528056647445,-0.0004928417961660931,0.7793802152162367,-0.0036506610693084127,-0.17134496210794964,-0.0008589475792974189,0.782759283533847,0.0045361641105280265,0.0004928417961660931,0.7793802152162368,0.07279528056647445,0.0004928417961660931,-0.0037002045155150407,-0.1918625280145295,-0.1918625280145295,-0.0011862201377200422,1675.8999999999999,-36.300000000000004,1215.8,1154.3,789.3,38.6,-18.6,-14.4,-15.0,-11.0,69.1,9.4,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,40,5.0,0,2.3997740972280495,2.4
3.0,7.0,51.0,36.0,7.0,0.0,415.96,101202.0,289.10999999999996,-216.1,70.7,1998.7,1793.5,-909.6,-8.7,0.0,1.2194624456700003,974.8469905261347,39.985175845220525,448428.59782865416,123.04,123.02,17.52,17.53,0.0,18.766,20.138,34.169,33.656,101202.0,1.4710791799752166e-05,1.5992964904354021,1.5995564963678417,-1.7328710417294695,1.1918024030624683,210.12050267760645,-2.0808255092298222,-11.448054933856751,0.149801604776535,-0.008185224019613236,0.005629483914996738,0.9925051224893482,-0.0070377067024908705,-0.3277673505223425,0.000506654572093324,0.9841096119342071,-0.12908016020501156,-0.005629483914996738,0.992505122489348,-0.008185224019613246,-0.005629483914996738,-0.005472134534918107,-0.32546032083613674,-0.32546032083613674,-0.0001614341765738674,-186.25,92.75,2023.05,1810.8,-1024.95,-22.45,-29.85,-22.049999999999997,-24.35,-17.3,115.35,13.75,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,40,7.0,0,1.5992964904354021,1.6
6.0,7.0,53.0,47.0,7.006,0.0,416.26,101199.0,289.28999999999996,1969.1,-64.5,1525.0,1461.2,901.2,59.9,0.0,1.2186675534126223,975.5554796455186,40.012746255470425,448228.6736905813,82.02,82.02,0.76,0.72,0.0,23.217,24.648,30.772,30.7,101199.0,1.4727501124805384e-05,2.4007939689828888,2.4007939689828888,18.371565696295946,-0.11028756436188225,205.20409038595218,-1.2244884335809234,-9.150695542737266,-0.30318897947557527,0.08671514978139203,-0.0005205654662625589,0.9685784939472969,-0.004138421008373341,-0.2618017675902158,-0.0010246921144854348,0.9719234217477976,-0.03207301664757667,0.0005205654662625589,0.9685784939472968,0.086715149781392,0.0005205654662625589,-0.004128163346144382,-0.28624268995349944,-0.28624268995349944,-0.001539714200720827,1998.9499999999998,-42.45,1549.35,1478.5,785.85,46.15,-29.85,-22.049999999999997,-24.35,-17.3,115.35,13.75,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,40,7.0,0,2.4007939689828888,2.4
5.0,7.0,53.0,12.0,7.998,0.0,416.07,101200.0,289.23999999999995,-1.0,83.7,2132.1,1912.3,-837.9,-12.1,0.0,1.2188902649715678,975.106768902776,39.99988835988295,448226.6610461791,123.04,123.03,17.74,18.07,0.0,22.178,23.889,34.051,33.574,101200.0,1.4722834624823383e-05,1.59988495034755,1.6000149905776035,0.21920376729866417,1.328114563819772,227.38773734274494,-2.189962732440984,-12.982519940662565,0.15728532497014047,0.001035134119285367,0.006271683722736944,1.0737808393131982,-0.007404854147612021,-0.37160133731949246,0.000531824068834941,1.0634801208836708,-0.1483792265246538,-0.006271683722736944,1.0737808393131982,0.001035134119285408,-0.006271683722736944,-0.0056563256096399525,-0.37189309294361145,-0.37189309294361145,-0.0002576954065482928,26.1,102.2,2163.6,1935.5,-984.9,-23.6,-27.1,-18.5,-31.5,-23.2,147.0,11.5,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,40,8.0,0,1.59988495034755,1.6
8.0,7.0,54.0,48.0,7.996,0.0,415.97,101196.0,289.39,2151.5,-75.7,1644.4,1580.5,956.7,71.3,0.0,1.2182103230444081,974.8706066959189,40.00620428197657,447867.08634707896,82.02,82.03,1.45,1.07,0.0,23.323,23.761,30.796,30.768,101196.0,1.4736981583929451e-05,2.4004014458001754,2.400108820974404,20.022937936948797,-0.17762156086913505,221.24477833864015,-1.3132507392252137,-10.580127724423313,-0.39223665979802524,0.0945761446297343,-0.0008389759026880526,1.0450253714324462,-0.004441530342210585,-0.3029105332529487,-0.0013265791320613116,1.0480213243085983,-0.051710519867800994,0.0008389759026880526,1.045025371432446,0.09457614462973427,0.0008389759026880526,-0.004447985254951306,-0.32956710034810294,-0.32956710034810294,-0.0019644099464640463,2178.6,-57.2,1675.9,1603.7,809.7,59.8,-27.1,-18.5,-31.5,-23.2,147.0,11.5,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,40,8.0,0,2.4004014458001754,2.4
13.0,7.0,57.0,22.0,7.993,0.0,415.45,101195.0,289.54999999999995,1379.4,-43.6,1809.9,1704.9,318.7,49.4,0.0,1.2175251309693753,973.6425781390957,39.99224732172096,447267.1145115298,98.43,98.43,6.55,6.51,0.0,21.541,21.489,30.335,30.288,101195.0,1.475160183984e-05,1.9995147897643073,1.9995147897643073,12.919452455049163,0.06137437163845527,223.34106814641538,-1.7048789287101118,-11.367594559146713,-0.24778680181541324,0.06110057980852857,0.000290260729356851,1.0562575160427063,-0.00577332413574466,-0.3258663070821697,-0.000839093908282532,1.0544922073611318,-0.08636785087226695,-0.000290260729356851,1.0562575160427061,0.06110057980852855,-0.000290260729356851,-0.005519542820059958,-0.34308768686663177,-0.34308768686663177,-0.0016223591301789677,1406.5,-25.1,1841.4,1728.1000000000001,171.7,37.9,-27.1,-18.5,-31.5,-23.2,147.0,11.5,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,40,8.0,0,1.9995147897643073,2.0
27.0,8.0,9.0,49.0,2.496,4.0,104.72,101191.0,289.31,212.9,-661.1,31.8,358.0,134.0,373.5,0.0,1.2184869752778251,244.3000732565651,20.024715325582857,224274.53474598163,49.21,49.21,0.54,0.59,0.0,19.909,19.666,45.047,43.803,101191.0,1.473047415228197e-05,2.00257726863807,2.00257726863807,2.120225679888427,-6.017371708195695,27.118367808100366,-1.1618598103835853,-0.7746376981219998,-2.429493643033065,0.039963109612588345,-0.11341853248705439,0.5111410146143649,-0.015680578745081993,-0.08850044862956728,-0.03278869450495825,0.5123964559724666,0.01766518773651139,0.11341853248705439,0.5111410146143649,0.047777438369641365,0.11035456503588731,-0.04617478764008036,-0.09976416969675111,-0.09976416969675111,-0.0348326368727077,230.6,-664.6,38.6,357.9,112.2,371.9,-17.7,3.5,-6.8,0.1,21.8,1.6,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,20,2.5,4,2.00257726863807,2.0
16.0,8.0,0.0,20.0,2.496,3.995,413.97,101192.0,289.75,588.1,-2455.4,229.2,1481.6,182.4,1376.5,0.0,1.2166486644737404,970.1475569108349,39.93478063330014,446063.8390304393,98.42,98.42,6.3,6.11,0.0,21.348,21.644,30.356,30.057,101192.0,1.4770140458672607e-05,1.9968444650527621,1.9968444650527621,5.567716170096241,-22.277326389992847,109.45244233454761,-3.260611784160568,-3.773363858537424,-8.985771920477616,0.026426525969950966,-0.1057367736430508,0.5195034591316974,-0.011081364873461185,-0.10855787467962313,-0.030538630144265888,0.5201614533888876,0.0037772652805586338,0.1057367736430508,0.5195034591316974,0.03372893269867403,0.10363872671106382,-0.03951485430138633,-0.11600626946636051,-0.11600626946636051,-0.03229012263523845,605.8000000000001,-2458.9,236.0,1481.5,160.6,1374.9,-17.7,3.5,-6.8,0.1,21.8,1.6,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,40,2.5,4,1.9968444650527621,2.0
17.0,8.0,1.0,29.0,2.496,3.995,415.08,101195.0,289.81,613.0,-2467.7,227.7,1479.7,195.7,1366.3,0.0,1.216432841075817,972.7688038271755,39.9922415436452,446554.68065121904,98.44,98.42,6.75,6.16,0.0,21.385,21.763,30.413,30.14,101195.0,1.4775134427975379e-05,1.9993113807505953,1.9997176622748283,5.796965784003035,-22.599052039638938,109.5711937655059,-3.605179210516535,-3.842201832801874,-8.920296611360211,0.027440491347036258,-0.10697477181186855,0.5186657134847812,-0.012219380232439932,-0.11024045102797145,-0.03023441823984632,0.5193686603688159,0.004826752194331367,0.10697477181186855,0.5186657134847813,0.03482668488950293,0.10480307433074369,-0.04101364071674651,-0.11797463496600333,-0.11797463496600333,-0.032050955433998635,630.7,-2471.2,234.5,1479.6000000000001,173.89999999999998,1364.7,-17.7,3.5,-6.8,0.1,21.8,1.6,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,40,2.5,4,1.9993113807505953,2.0
29.0,8.0,11.0,37.0,2.496,7.995,104.54,101188.0,289.22999999999996,131.1,-1319.7,-130.1,578.5,48.1,714.7,0.0,1.2187878701265824,243.88016865176186,20.00502873465478,224157.49060077552,49.21,49.21,0.64,0.54,0.0,19.357,19.146,45.333,43.908,101188.0,1.4723676383278179e-05,2.0006085055945735,2.0006085055945735,1.323896135517814,-12.365650134237764,28.547525139050563,-1.7192575823454523,-1.09676766581269,-4.632984536707024,0.024996442771017945,-0.23347546504167999,0.5390049560899799,-0.02324322665643045,-0.12551874630892718,-0.06263489007593127,0.5395821689726242,0.0014992556700909043,0.23347546504167999,0.5390049560899799,0.05722681064971119,0.2277294602604055,-0.08623676861704467,-0.1325640679011158,-0.1325640679011158,-0.0664535171706416,143.9,-1323.0,-121.1,576.5,22.5,708.9000000000001,-12.8,3.3,-9.0,2.0,25.6,5.8,rudder_0_elevator_0,raw_rudder_0_elevator_0.txt,0.0,0,20,2.5,8,2.0006085055945735,2.0
